id,year,date,draft_res_num,record,url_for_res,url_for_record,num_pms,canonical_topic,full_resolution_name,description,historical_context,china_veto,russia_veto,france_veto,us_veto,uk_veto,last_update,total_vetoes,enhanced_description,enhanced_historical_context,primary_countries,primary_regions,conflict_type,geographic_tags,topic_tags,processing_timestamp
11,2023,2023-12-22,Oral amendment,9520,https://undocs.org/en/S/PV.9520,https://undocs.org/en/S/PV.9520,1,"Middle East, including Palestinian question","The situation in the Middle East, including the Palestinian question","The situation in the Middle East, including the Palestinian question",,0,0,0,1,0,2025-09-24,1,"The resolution addressed the ongoing and escalating tensions in the Middle East, particularly focusing on the Israeli-Palestinian conflict. It sought to highlight the humanitarian situation in Gaza amidst military escalations and the broader implications for regional stability, emphasizing the urgent need for renewed dialogue and peace efforts.","In 2023, the Middle East was marked by heightened violence and instability, particularly following a series of clashes in Gaza and the West Bank, which exacerbated the humanitarian crisis. The geopolitical landscape was further complicated by shifting alliances and the influence of external powers, as well as ongoing disputes over territory and sovereignty that had persisted for decades.","[""Israel"", ""Palestine"", ""Egypt"", ""Jordan"", ""United States""]","[""Gaza Strip"", ""West Bank"", ""Middle East""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""PS""], [""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Western Asia"", ""JO""], [""Americas"", ""Northern America"", ""US""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CEASEFIRES""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""TERRITORIAL PARTITION""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""MIDDLE EAST SITUATION""]]",2025-09-27T14:30:12.281747
12,2023,2023-12-08,S/2023/970,9499,https://undocs.org/en/S/2023/970,https://undocs.org/en/S/PV.9499,1,"Middle East, including Palestinian question","The situation in the Middle East, including the Palestinian question","The situation in the Middle East, including the Palestinian question",,0,0,0,1,0,2025-09-24,1,"The resolution addressed the ongoing and escalating tensions in the Middle East, particularly focusing on the Israeli-Palestinian conflict, which had seen a resurgence of violence and hostilities in 2023. It aimed to highlight the humanitarian crisis in the Gaza Strip and the West Bank, exacerbated by military confrontations, settlement expansions, and the lack of progress in peace negotiations.","In 2023, the geopolitical landscape in the Middle East was marked by heightened violence, including military operations by Israel in response to rocket fire from Palestinian groups, and increasing international concern over the humanitarian situation in Gaza. The resolution was proposed amidst a backdrop of stalled peace talks and a growing sense of urgency among various nations to address the deteriorating conditions for Palestinians.","[""Israel"", ""Palestine"", ""United States"", ""Egypt"", ""Jordan""]","[""Gaza Strip"", ""West Bank"", ""Middle East""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""PS""], [""North America"", ""Northern America"", ""US""], [""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Western Asia"", ""JO""]]","[[""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""PALESTINE REFUGEES""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CEASEFIRES""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""POLITICAL CONDITIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""MIDDLE EAST SITUATION""]]",2025-09-27T14:30:36.995034
13,2023,2023-10-25,S/2023/792,9453,https://undocs.org/en/S/2023/792,https://undocs.org/en/S/PV.9453,2,"Middle East, including Palestinian question","The situation in the Middle East, including the Palestinian question","The situation in the Middle East, including the Palestinian question",,1,1,0,0,0,2025-09-24,2,"The resolution S/2023/792 addressed the ongoing and multifaceted situation in the Middle East, with a particular focus on the Palestinian question. It sought to highlight the escalating tensions between Israel and Palestine, including issues related to settlement expansion, violence, and the humanitarian crisis in Gaza, amidst a backdrop of stalled peace negotiations and increasing international concern over human rights violations.","In 2023, the Middle East was marked by heightened geopolitical tensions, particularly following a series of violent confrontations in Gaza and the West Bank. The international community was increasingly alarmed by the deteriorating humanitarian conditions and the lack of progress towards a two-state solution, which had been a long-standing goal of peace efforts in the region.","[""Israel"", ""Palestine"", ""United States"", ""Egypt"", ""Jordan""]","[""Gaza Strip"", ""West Bank"", ""Middle East""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""PS""], [""North America"", ""Northern America"", ""US""], [""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Western Asia"", ""JO""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""POLITICAL CONDITIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""MIDDLE EAST SITUATION""], [""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""PALESTINE REFUGEES""], [""HUMANITARIAN AID AND RELIEF"", ""SPECIAL HUMANITARIAN OPERATIONS"", ""HUMANITARIAN ASSISTANCE""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""CIVIL AND POLITICAL RIGHTS""]]",2025-09-27T14:31:02.118260
14,2023,2023-10-18,S/2023/773,9442,https://undocs.org/en/S/2023/773,https://undocs.org/en/S/PV.9442,1,"Middle East, including Palestinian question","The situation in the Middle East, including the Palestinian question","The situation in the Middle East, including the Palestinian question",,0,0,0,1,0,2025-09-24,1,"The resolution S/2023/773 addressed the ongoing and escalating tensions in the Middle East, particularly focusing on the Israeli-Palestinian conflict. It highlighted the urgent need for renewed dialogue and efforts to address the humanitarian situation in Gaza, as well as the broader implications of settlement expansions in the West Bank, which were exacerbating hostilities and undermining prospects for peace.","In 2023, the Middle East was marked by heightened violence and instability, with frequent clashes between Israeli forces and Palestinian groups, particularly in Gaza and the West Bank. The geopolitical landscape was further complicated by shifting alliances and the influence of regional powers, as well as ongoing debates within the international community regarding the recognition of Palestinian statehood and the legitimacy of Israeli actions in occupied territories.","[""Israel"", ""Palestine"", ""United States"", ""Egypt"", ""Jordan""]","[""Gaza Strip"", ""West Bank"", ""Middle East""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""PS""], [""North America"", ""Northern America"", ""US""], [""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Western Asia"", ""JO""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NATIONALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""MIDDLE EAST SITUATION""], [""HUMANITARIAN AID AND RELIEF"", ""SPECIAL HUMANITARIAN OPERATIONS"", ""HUMANITARIAN ASSISTANCE""]]",2025-09-27T14:31:23.323605
15,2023,2023-08-30,S/2023/638,9408,https://undocs.org/en/S/2023/638,https://undocs.org/en/S/PV.9408,1,Mali,The situation in Mali,The situation in Mali,,0,1,0,0,0,2025-09-24,1,"The resolution S/2023/638 addressed the deteriorating security situation in Mali, particularly focusing on the escalating violence from various armed groups, including jihadist factions and ethnic militias. It highlighted the challenges faced by the Malian government in maintaining stability and the impact of these conflicts on civilian populations, including widespread human rights abuses and displacement.","In 2023, Mali was grappling with a complex security crisis exacerbated by the withdrawal of French troops and the increasing influence of Russian mercenaries in the region. The rise of extremist groups and intercommunal violence contributed to a fragile state of governance, prompting international concern and calls for renewed engagement from the UN Security Council.","[""Mali"", ""France"", ""Russia""]","[""Sahel"", ""West Africa""]",civil_war,"[[""Africa"", ""Western Africa"", ""ML""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMATIC RELATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""MALI SITUATION""], [""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""DISPLACED PERSONS""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""CIVILIAN PERSONS""]]",2025-09-27T14:31:45.487109
16,2023,2023-07-11,S/2023/506,9371,https://undocs.org/en/S/2023/506,https://undocs.org/en/S/PV.9371,1,Middle East (Syria),The situation in the Middle East,The situation in the Middle East,,0,1,0,0,0,2025-09-24,1,"The resolution S/2023/506 addressed the ongoing humanitarian crisis in Syria, focusing on the dire conditions faced by civilians amidst the protracted civil war that has persisted since 2011. It highlighted the urgent need for international assistance and the protection of human rights, particularly in areas heavily affected by fighting and displacement, as well as the impact of foreign military interventions on the stability of the region.","In 2023, the Syrian civil war continued to evolve with significant geopolitical implications, including the involvement of various state and non-state actors, such as Russia, Iran, and Turkey, each pursuing their own interests. The humanitarian situation was exacerbated by economic collapse, ongoing violence, and the effects of sanctions, leading to widespread suffering among the Syrian population and complicating diplomatic efforts for a resolution.","[""Syria"", ""Russia"", ""Iran"", ""Turkey"", ""United States""]","[""Middle East"", ""Northwest Syria"", ""Idlib Province""]",civil_war,"[[""Asia"", ""Western Asia"", ""SY""]]","[[""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""DISPLACED PERSONS""], [""HUMANITARIAN AID AND RELIEF"", ""SPECIAL HUMANITARIAN OPERATIONS"", ""HUMANITARIAN ASSISTANCE""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""SYRIA SITUATION""]]",2025-09-27T14:32:06.298325
17,2022,2022-09-30,S/2022/720,9143,https://undocs.org/en/S/2022/720,https://undocs.org/en/S/PV.9143,1,Maintenance of peace and security of Ukraine,Maintenance of peace and security of Ukraine,Resolution addresses Ukraine's territorial integrity and security amidst Russian military actions.,"In 2022, Ukraine faces significant territorial integrity challenges due to ongoing Russian aggression.",0,1,0,0,0,2025-09-24,1,"The resolution S/2022/720 addressed the ongoing conflict in Ukraine, particularly focusing on the security situation following Russia's military aggression and the subsequent annexation of Crimea in 2014. It aimed to reaffirm the importance of maintaining peace and security in Ukraine amidst escalating tensions and military actions, emphasizing the need for international support and dialogue to resolve the crisis.","In 2022, the situation in Ukraine was marked by heightened military confrontations, particularly in the eastern regions where Russian-backed separatists were engaged in conflict with Ukrainian forces. The geopolitical landscape was tense, with NATO and Western nations expressing concern over Russia's intentions, leading to increased military aid to Ukraine and a reevaluation of security strategies in Europe.","[""Ukraine"", ""Russia"", ""United States"", ""France"", ""Germany""]","[""Eastern Europe"", ""Ukraine"", ""Crimea""]",territorial_dispute,"[[""Europe"", ""Eastern Europe"", ""UA""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""POLITICAL CONDITIONS""]]",2025-09-27T14:32:24.846629
18,2022,2022-07-08,S/2022/538,9087,https://undocs.org/en/S/2022/538,https://undocs.org/en/S/PV.9087,1,Middle East (Syria),The situation in the Middle East,The situation in the Middle East,,0,1,0,0,0,2025-09-24,1,"The resolution S/2022/538 addressed the ongoing humanitarian crisis in Syria, emphasizing the dire need for increased international assistance and protection for civilians affected by the protracted civil war that began in 2011. It highlighted the escalating violence, particularly in northwest Syria, and the urgent requirement for a political solution to the conflict, which had led to widespread displacement and suffering among the Syrian population.","In 2022, the Syrian civil war was entering its eleventh year, with various factions vying for control and foreign powers involved in the conflict, complicating peace efforts. The situation was exacerbated by the economic fallout from the COVID-19 pandemic, rising food insecurity, and the geopolitical tensions between the U.S. and Russia, particularly regarding their respective roles in Syria.","[""Syria"", ""Russia"", ""United States"", ""Turkey"", ""Iran""]","[""Northwest Syria"", ""Idlib"", ""Aleppo"", ""Damascus""]",civil_war,"[[""Asia"", ""Western Asia"", ""SY""]]","[[""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""DISPLACED PERSONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""PROTECTION OF CIVILIANS IN PEACEKEEPING OPERATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""SYRIA SITUATION""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""CIVILIAN PERSONS""], [""SOCIAL CONDITIONS AND EQUITY"", ""SOCIAL DEVELOPMENT"", null], [""SOCIAL CONDITIONS AND EQUITY"", ""WELFARE AND SOCIAL SERVICES"", null]]",2025-09-27T14:32:46.558630
19,2022,2022-05-26,S/2022/431,9048,https://undocs.org/S/2022/431,https://undocs.org/S/PV.9048,2,Non-proliferation/DPRK,Non-proliferation/Democratic People's Republic of Korea,Non-proliferation/Democratic People's Republic of Korea,,1,1,0,0,0,2025-09-24,2,"The draft resolution S/2022/431 focused on the urgent need to address the ongoing threat posed by the Democratic People's Republic of Korea (DPRK) regarding its nuclear weapons program and ballistic missile tests. It sought to reaffirm the international community's commitment to non-proliferation and to impose further sanctions in response to the DPRK's continued violations of existing UN resolutions, which had escalated tensions in the region.","In 2022, geopolitical tensions were heightened due to North Korea's increased frequency of missile tests and its continued development of nuclear capabilities, which posed significant security concerns for neighboring countries and the broader international community. The situation was further complicated by the ongoing effects of the COVID-19 pandemic, which had impacted North Korea's economy and its diplomatic engagements.","[""North Korea"", ""United States"", ""South Korea"", ""China"", ""Russia""]","[""East Asia"", ""Northeast Asia""]",arms_control,"[[""Asia"", ""Eastern Asia"", ""KP""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""BALLISTIC MISSILES""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""ARMS EMBARGO""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMATIC RELATIONS""]]",2025-09-27T14:32:59.618111
20,2022,2022-02-25,S/2022/155,8979,https://undocs.org/S/2022/155,https://undocs.org/en/S/PV.8979,1,2014 Letter from Ukraine (Ukraine),Letter dated 28 February 2014 from the Permanent Representative of Ukraine to the United Nations addressed to the President of the Security Council (S/2014/136),Letter dated 28 February 2014 from the Permanent Representative of Ukraine to the United Nations addressed to the President of the Security Council (S/2014/136),,0,1,0,0,0,2025-09-24,1,"The draft resolution S/2022/155 sought to address the ongoing conflict between Ukraine and Russia, particularly in the context of the territorial integrity and sovereignty of Ukraine following the annexation of Crimea in 2014. It referenced a letter from Ukraine's Permanent Representative to the UN, highlighting Ukraine's concerns over violations of its territorial integrity and the need for international support in the face of Russian aggression.","In 2022, tensions escalated significantly as Russia amassed troops along the Ukrainian border, leading to fears of a full-scale invasion. The geopolitical landscape was marked by heightened concerns over European security, NATO's response, and the implications of Russian actions for international law and order, particularly regarding the principles of sovereignty and territorial integrity.","[""Ukraine"", ""Russia"", ""United States"", ""European Union member states""]","[""Eastern Europe"", ""Black Sea region""]",territorial_dispute,"[[""Europe"", ""Eastern Europe"", ""UA""], [""Europe"", ""Eastern Europe"", ""RU""], [""North America"", ""Northern America"", ""US""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL LAW"", ""ANNEXATION OF TERRITORY""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""BALANCE OF POWER""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""TERRITORIAL PARTITION""]]",2025-09-27T14:33:16.136040
21,2021,2021-12-13,S/2021/990,8926,https://undocs.org/S/2021/990,https://undocs.org/S/PV.8926,1,Maintenance of international peace and security,Maintenance of international peace and security,Resolution addresses global security challenges amid rising geopolitical tensions in 2021.,"In 2021, tensions escalated due to conflicts in Ukraine, Syria, and the South China Sea.",0,1,0,0,0,2025-09-24,1,"The draft resolution S/2021/990 focused on the urgent need to address the escalating tensions and violence in various regions of the world, particularly emphasizing the importance of international cooperation in maintaining peace and security. It highlighted specific conflicts, such as the ongoing civil war in Syria and the humanitarian crises in Yemen and Ethiopia, calling for a collective response to protect civilians and uphold international law.","In 2021, the global landscape was marked by significant geopolitical tensions, including the aftermath of the U.S. withdrawal from Afghanistan, which raised concerns about the resurgence of the Taliban and its implications for regional stability. Additionally, the COVID-19 pandemic exacerbated existing conflicts and humanitarian crises, complicating the international community's ability to respond effectively to these challenges.","[""Syria"", ""Yemen"", ""Ethiopia"", ""United States"", ""Russia""]","[""Middle East"", ""Horn of Africa""]",civil_war,"[[""Asia"", ""Western Asia"", ""SY""], [""Asia"", ""Western Asia"", ""YE""], [""Africa"", ""Eastern Africa"", ""ET""], [""Americas"", ""Northern America"", ""US""], [""Europe"", ""Eastern Europe"", ""RU""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL LAW"", ""INTERNATIONAL LAW""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""]]",2025-09-27T14:33:35.785269
22,2020,2020-08-31,S/2020/852,S/2020/865,https://undocs.org/S/2020/852 ,https://undocs.org/S/2020/865,1,Threats to international peace and security caused by terrorist acts,Threats to international peace and security caused by terrorist acts,Resolution addresses global concerns over terrorism and its impact on international peace and security.,"In 2020, terrorism remains a significant threat amid geopolitical tensions and conflicts worldwide.",0,0,0,1,0,2025-09-24,1,"The draft resolution S/2020/852 addressed the escalating threats to international peace and security posed by terrorist acts, particularly in the context of rising extremism and the impact of the COVID-19 pandemic on global security dynamics. It highlighted the need for a coordinated international response to combat terrorism, which was increasingly being exploited by various groups amid the disruptions caused by the pandemic, leading to heightened vulnerabilities in many regions.","In 2020, the world was grappling with the COVID-19 pandemic, which not only strained health systems but also created opportunities for terrorist organizations to exploit the chaos. Concurrently, geopolitical tensions were rising, particularly in regions like the Middle East and Africa, where groups such as ISIS and Boko Haram were attempting to regroup and expand their influence amidst weakened state capacities.","[""United States"", ""Russia"", ""Syria"", ""Iraq"", ""Nigeria""]","[""Middle East"", ""North Africa"", ""West Africa""]",terrorism,"[[""Africa"", ""Northern Africa"", """"], [""Africa"", ""Western Africa"", """"], [""Asia"", """", ""SY""], [""Asia"", """", ""IQ""], [""Americas"", ""Northern America"", ""US""], [""Europe"", """", ""RU""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""COUNTER-TERRORISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INTERNATIONAL RELATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""TERRORISM""]]",2025-09-27T14:33:53.093504
23,2020,2020-07-10,S/2020/667,S/2020/681,https://undocs.org/S/2020/667,https://undocs.org/S/2020/681,2,Middle East (Syria),The situation in the Middle East,The situation in the Middle East,,1,1,0,0,0,2025-09-24,2,"The resolution S/2020/667 addressed the ongoing humanitarian crisis in Syria, particularly focusing on the dire conditions faced by civilians due to the protracted conflict. It highlighted issues such as the need for humanitarian access, the protection of civilians, and the impact of hostilities on the population, amidst a backdrop of escalating violence and political stalemate in the region.","In 2020, the Syrian civil war had entered its ninth year, with significant military confrontations continuing between various factions, including the Syrian government, opposition forces, and extremist groups. The geopolitical landscape was further complicated by the involvement of foreign powers, such as Russia and Turkey, which were engaged in their own strategic interests in the region, leading to heightened tensions and a fragmented approach to peace efforts.","[""Syria"", ""Russia"", ""Turkey"", ""United States"", ""Iran""]","[""Middle East"", ""Northwest Syria"", ""Idlib Province""]",civil_war,"[[""Asia"", ""Western Asia"", ""SY""]]","[[""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""DISPLACED PERSONS""], [""HUMANITARIAN AID AND RELIEF"", ""SPECIAL HUMANITARIAN OPERATIONS"", ""HUMANITARIAN ASSISTANCE""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""PROTECTION OF CIVILIANS IN PEACEKEEPING OPERATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""SYRIA SITUATION""]]",2025-09-27T14:34:13.275496
24,2020,2020-07-07,S/2020/654,S/2020/657,https://undocs.org/S/2020/654,https://undocs.org/S/2020/657,2,Middle East (Syria),The situation in the Middle East,The situation in the Middle East,,1,1,0,0,0,2025-09-24,2,"The resolution S/2020/654 addressed the ongoing humanitarian crisis in Syria, emphasizing the dire need for increased access to humanitarian aid for millions of civilians affected by the protracted civil war. It highlighted the urgent situation in Idlib, where escalating violence and military offensives had led to mass displacement and worsening living conditions, calling for a ceasefire and protection of civilians amidst the conflict.","In 2020, the Syrian civil war was entering its tenth year, with significant military confrontations occurring between the Syrian government, backed by Russia and Iran, and various opposition groups, including those supported by Turkey. The geopolitical landscape was further complicated by the involvement of international actors, leading to heightened tensions and a fragmented approach to peace efforts.","[""Syria"", ""Russia"", ""Turkey"", ""Iran"", ""United States""]","[""Syria"", ""Idlib"", ""Northwest Syria""]",civil_war,"[[""Asia"", ""Western Asia"", ""SY""]]","[[""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""DISPLACED PERSONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CEASEFIRES""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""]]",2025-09-27T14:34:32.844235
