Year,TopicTag,total_yes,total_votes,yes_vote_percentage
1999,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,98,163,60.122699386503065
2000,EDUCATIONAL POLICY AND PLANNING,160,161,99.37888198757764
2000,NON-FORMAL EDUCATION,160,161,99.37888198757764
2000,PUBLIC FINANCE,110,112,98.21428571428571
2000,WELFARE AND SOCIAL SERVICES,472,481,98.12889812889813
2000,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,941,962,97.81704781704782
2000,EDUCATIONAL FACILITIES AND TECHNOLOGY,156,160,97.5
2000,LAW OF WAR,152,156,97.43589743589743
2000,ENVIRONMENT,308,318,96.85534591194968
2000,RESOURCES (GENERAL),147,152,96.71052631578947
2000,TRADE RELATED FINANCE,167,174,95.97701149425288
2000,DEVELOPMENT,151,158,95.56962025316456
2000,SPECIAL GROUPS,165,173,95.37572254335261
2000,DEVELOPMENT FINANCE,413,434,95.16129032258065
2000,ECONOMIC CONDITIONS,303,322,94.09937888198758
2000,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,303,322,94.09937888198758
2000,MAINTENANCE OF PEACE AND SECURITY,2686,2946,91.1744738628649
2000,INTERNATIONAL LAW,847,985,85.98984771573605
2000,SOCIAL DEVELOPMENT,1255,1473,85.20027155465037
2000,WOMEN'S ADVANCEMENT,146,173,84.39306358381504
2000,DISARMAMENT AND MILITARY QUESTIONS,3427,4099,83.60575750182971
2000,MARINE RESOURCES,246,296,83.1081081081081
2000,INTERNATIONAL RELATIONS,3484,4383,79.48893451973534
2000,POLITICAL AND LEGAL QUESTIONS,4063,5133,79.1544905513345
2000,POLITICAL EVENTS AND ISSUES,2135,2938,72.66848196051737
2000,HUMAN RIGHTS,1925,2660,72.36842105263158
2000,DISCRIMINATION,695,974,71.35523613963038
2000,WILDLIFE,103,147,70.06802721088435
2000,No Tag,104,171,60.81871345029239
2000,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,97,164,59.14634146341463
2000,NUCLEAR SCIENCE,97,164,59.14634146341463
2001,NON-FORMAL EDUCATION,154,155,99.35483870967742
2001,EDUCATIONAL POLICY AND PLANNING,305,310,98.38709677419355
2001,WELFARE AND SOCIAL SERVICES,305,310,98.38709677419355
2001,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,908,929,97.73950484391818
2001,FOOD AND NUTRITION,169,173,97.6878612716763
2001,EDUCATIONAL SYSTEMS,151,155,97.41935483870968
2001,DEVELOPMENT FINANCE,167,173,96.53179190751445
2001,TRADE RELATED FINANCE,167,173,96.53179190751445
2001,ENVIRONMENT,275,285,96.49122807017544
2001,LAW OF WAR,148,154,96.1038961038961
2001,MARINE RESOURCES,121,126,96.03174603174604
2001,COMMUNICATION AND MASS MEDIA,153,160,95.625
2001,RECOMMENDATIONS,162,170,95.29411764705881
2001,RESOURCES (GENERAL),148,156,94.87179487179486
2001,ECONOMIC CONDITIONS,414,474,87.34177215189874
2001,SOCIAL DEVELOPMENT,1245,1442,86.3384188626907
2001,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,267,320,83.4375
2001,MAINTENANCE OF PEACE AND SECURITY,2458,2964,82.9284750337382
2001,INTERNATIONAL LAW,265,320,82.8125
2001,DISARMAMENT AND MILITARY QUESTIONS,2739,3391,80.77263344146269
2001,INTERNATIONAL RELATIONS,3711,4718,78.65621025858415
2001,NUCLEAR SCIENCE,242,308,78.57142857142857
2001,DEVELOPMENT,370,472,78.38983050847457
2001,POLITICAL AND LEGAL QUESTIONS,3820,5029,75.95943527540267
2001,HUMAN RIGHTS,1749,2434,71.8570254724733
2001,POLITICAL EVENTS AND ISSUES,2143,3001,71.40953015661447
2001,DISCRIMINATION,559,785,71.21019108280254
2001,PUBLIC FINANCE,100,147,68.02721088435374
2001,COMPUTER SCIENCE AND TECHNOLOGY,92,155,59.354838709677416
2001,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,92,155,59.354838709677416
2002,INTERNATIONAL TRADE LAW,166,166,100.0
2002,EDUCATIONAL POLICY AND PLANNING,164,165,99.39393939393939
2002,NON-FORMAL EDUCATION,164,165,99.39393939393939
2002,MARINE RESOURCES,132,135,97.77777777777777
2002,ENVIRONMENT,295,303,97.35973597359737
2002,WELFARE AND SOCIAL SERVICES,477,493,96.75456389452333
2002,DEVELOPMENT FINANCE,306,317,96.52996845425868
2002,ECONOMIC CONDITIONS,306,317,96.52996845425868
2002,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,173,180,96.11111111111111
2002,TRADE RELATED FINANCE,173,180,96.11111111111111
2002,RESOURCES (GENERAL),155,163,95.0920245398773
2002,EDUCATIONAL FACILITIES AND TECHNOLOGY,155,164,94.51219512195121
2002,EDUCATIONAL PERSONNEL AND POPULATION,155,164,94.51219512195121
2002,LAW OF WAR,155,164,94.51219512195121
2002,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1054,1159,90.9404659188956
2002,NUCLEAR SCIENCE,520,602,86.37873754152824
2002,MAINTENANCE OF PEACE AND SECURITY,2791,3271,85.32558850504432
2002,DEVELOPMENT,289,346,83.52601156069365
2002,DISARMAMENT AND MILITARY QUESTIONS,3738,4579,81.63354444201791
2002,SOCIAL DEVELOPMENT,1545,1897,81.44438587243016
2002,INTERNATIONAL LAW,1129,1391,81.1646297627606
2002,DISCRIMINATION,780,975,80.0
2002,WOMEN'S ADVANCEMENT,136,172,79.06976744186046
2002,INTERNATIONAL RELATIONS,3654,4681,78.06024353770562
2002,POLITICAL AND LEGAL QUESTIONS,4765,6161,77.34134069144619
2002,POLITICAL EVENTS AND ISSUES,2614,3497,74.74978553045467
2002,HUMAN RIGHTS,2568,3450,74.43478260869566
2002,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,90,159,56.60377358490566
2003,DISEASE PREVENTION AND CONTROL,180,181,99.4475138121547
2003,DISEASES AND CARRIERS OF DISEASES,180,181,99.4475138121547
2003,PHILOSOPHY AND RELIGION,178,179,99.4413407821229
2003,MARINE RESOURCES,155,158,98.10126582278481
2003,ENVIRONMENT,327,335,97.61194029850746
2003,DEVELOPMENT FINANCE,178,183,97.26775956284153
2003,TRADE RELATED FINANCE,178,183,97.26775956284153
2003,COMPREHENSIVE HEALTH SERVICES,173,179,96.64804469273743
2003,HEALTH,173,179,96.64804469273743
2003,LAW OF WAR,163,173,94.21965317919076
2003,DEVELOPMENT,627,679,92.34167893961708
2003,RESOURCES (GENERAL),156,170,91.76470588235294
2003,ECONOMIC CONDITIONS,470,514,91.43968871595331
2003,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1064,1209,88.0066170388751
2003,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,302,345,87.53623188405797
2003,SOCIAL DEVELOPMENT,1479,1717,86.13861386138613
2003,NUCLEAR SCIENCE,406,479,84.75991649269311
2003,MAINTENANCE OF PEACE AND SECURITY,3093,3803,81.33052853010781
2003,DISARMAMENT AND MILITARY QUESTIONS,2665,3336,79.88609112709833
2003,INTERNATIONAL LAW,693,883,78.48244620611553
2003,DISCRIMINATION,817,1045,78.18181818181819
2003,WELFARE AND SOCIAL SERVICES,404,517,78.14313346228239
2003,WOMEN'S ADVANCEMENT,125,160,78.125
2003,HUMAN RIGHTS,3083,4000,77.075
2003,PUBLIC FINANCE,124,162,76.5432098765432
2003,POLITICAL AND LEGAL QUESTIONS,4658,6154,75.69060773480662
2003,INTERNATIONAL RELATIONS,3694,4932,74.8986212489862
2003,POLITICAL EVENTS AND ISSUES,2568,3586,71.61182375906301
2003,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,106,173,61.27167630057804
2003,SCIENCE AND TECHNOLOGY,106,173,61.27167630057804
2004,PHILOSOPHY AND RELIGION,185,185,100.0
2004,PUBLIC FINANCE,130,132,98.48484848484848
2004,FOOD AND NUTRITION,181,184,98.36956521739131
2004,MARINE RESOURCES,140,143,97.9020979020979
2004,DEVELOPMENT FINANCE,308,315,97.77777777777777
2004,ECONOMIC CONDITIONS,178,183,97.26775956284153
2004,TRADE RELATED FINANCE,178,183,97.26775956284153
2004,RECOMMENDATIONS,180,186,96.7741935483871
2004,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,343,356,96.34831460674157
2004,DEVELOPMENT,517,537,96.2756052141527
2004,INTERNATIONAL TRADE,165,173,95.37572254335261
2004,ENVIRONMENT,469,493,95.131845841785
2004,RESOURCES (GENERAL),155,171,90.64327485380117
2004,LAW OF WAR,159,177,89.83050847457628
2004,INTERNATIONAL LAW,1128,1259,89.59491660047657
2004,NUCLEAR SCIENCE,507,583,86.9639794168096
2004,SOCIAL DEVELOPMENT,1557,1796,86.69265033407572
2004,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,766,887,86.35851183765502
2004,MAINTENANCE OF PEACE AND SECURITY,2920,3469,84.17411357739982
2004,DISARMAMENT AND MILITARY QUESTIONS,3957,4758,83.16519546027743
2004,INTERNATIONAL RELATIONS,4017,5067,79.2776791000592
2004,WELFARE AND SOCIAL SERVICES,283,361,78.39335180055402
2004,DISCRIMINATION,829,1075,77.11627906976744
2004,POLITICAL AND LEGAL QUESTIONS,4707,6153,76.4992686494393
2004,WOMEN'S ADVANCEMENT,124,164,75.60975609756098
2004,HUMAN RIGHTS,2581,3425,75.35766423357664
2004,POLITICAL EVENTS AND ISSUES,2404,3395,70.8100147275405
2004,No Tag,118,185,63.78378378378379
2004,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,106,174,60.91954022988506
2004,SCIENCE AND TECHNOLOGY,106,174,60.91954022988506
2005,No Tag,176,177,99.43502824858757
2005,TELECOMMUNICATIONS,176,177,99.43502824858757
2005,RECOMMENDATIONS,172,173,99.42196531791907
2005,SPACE SCIENCES,177,179,98.88268156424581
2005,TRADE RELATED FINANCE,181,186,97.31182795698925
2005,MARINE RESOURCES,140,145,96.55172413793103
2005,WATER,140,145,96.55172413793103
2005,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,637,678,93.952802359882
2005,WELFARE AND SOCIAL SERVICES,160,172,93.02325581395348
2005,SOCIAL DEVELOPMENT,1082,1169,92.55774165953807
2005,COMMUNICATION AND MASS MEDIA,159,172,92.44186046511628
2005,LAW OF WAR,157,170,92.3529411764706
2005,RESOURCES (GENERAL),155,169,91.71597633136095
2005,ENVIRONMENT,435,492,88.41463414634147
2005,DEVELOPMENT,460,522,88.12260536398468
2005,MAINTENANCE OF PEACE AND SECURITY,2846,3234,88.00247371675944
2005,WOMEN'S ADVANCEMENT,220,256,85.9375
2005,NUCLEAR SCIENCE,417,492,84.7560975609756
2005,DEVELOPMENT FINANCE,301,356,84.5505617977528
2005,ECONOMIC CONDITIONS,301,356,84.5505617977528
2005,DISARMAMENT AND MILITARY QUESTIONS,3491,4161,83.89810141792839
2005,INTERNATIONAL LAW,556,688,80.81395348837209
2005,COMPUTER SCIENCE AND TECHNOLOGY,286,356,80.33707865168539
2005,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,422,528,79.92424242424242
2005,INTERNATIONAL RELATIONS,4214,5491,76.74376252048806
2005,POLITICAL AND LEGAL QUESTIONS,4202,5643,74.46393762183236
2005,HUMAN RIGHTS,2333,3185,73.24960753532183
2005,DISCRIMINATION,964,1322,72.91981845688352
2005,LAND FORMS AND ECOSYSTEMS,120,167,71.8562874251497
2005,INTERNATIONAL TRADE,121,172,70.34883720930233
2005,POLITICAL EVENTS AND ISSUES,2147,3240,66.26543209876543
2005,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,110,179,61.452513966480446
2005,PHILOSOPHY AND RELIGION,101,173,58.38150289017341
2006,FOOD AND NUTRITION,185,186,99.46236559139786
2006,COMPUTER SCIENCE AND TECHNOLOGY,176,177,99.43502824858757
2006,TELECOMMUNICATIONS,176,177,99.43502824858757
2006,SPACE SCIENCES,178,180,98.88888888888889
2006,No Tag,1730,1770,97.74011299435028
2006,DEVELOPMENT FINANCE,183,188,97.3404255319149
2006,ECONOMIC CONDITIONS,183,188,97.3404255319149
2006,TRADE RELATED FINANCE,183,188,97.3404255319149
2006,MARINE RESOURCES,327,337,97.03264094955489
2006,POLLUTION,170,176,96.5909090909091
2006,WELFARE AND SOCIAL SERVICES,173,184,94.02173913043478
2006,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,841,901,93.34073251942286
2006,RESOURCES (GENERAL),164,179,91.62011173184358
2006,LAW OF WAR,165,182,90.65934065934066
2006,ENVIRONMENT,469,525,89.33333333333333
2006,INTERNATIONAL LAW,944,1072,88.05970149253731
2006,MAINTENANCE OF PEACE AND SECURITY,3990,4578,87.1559633027523
2006,DISARMAMENT AND MILITARY QUESTIONS,4887,5670,86.19047619047619
2006,SOCIAL DEVELOPMENT,1528,1795,85.12534818941504
2006,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,312,371,84.09703504043127
2006,NUCLEAR SCIENCE,394,472,83.47457627118644
2006,INTERNATIONAL RELATIONS,4815,6095,78.9991796554553
2006,DEVELOPMENT,563,725,77.65517241379311
2006,POLITICAL AND LEGAL QUESTIONS,5655,7430,76.11036339165545
2006,HUMAN RIGHTS,2878,3940,73.04568527918782
2006,RECOMMENDATIONS,134,187,71.65775401069519
2006,INTERNATIONAL TRADE,129,183,70.49180327868852
2006,PUBLIC ADMINISTRATION,121,172,70.34883720930233
2006,POLITICAL EVENTS AND ISSUES,2648,3904,67.82786885245902
2006,DISCRIMINATION,898,1419,63.28400281888654
2006,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,108,178,60.67415730337079
2006,SCIENCE AND TECHNOLOGY,108,178,60.67415730337079
2006,PHILOSOPHY AND RELIGION,111,183,60.65573770491803
2007,COMPUTER SCIENCE AND TECHNOLOGY,179,180,99.44444444444444
2007,TELECOMMUNICATIONS,179,180,99.44444444444444
2007,WOMEN'S ADVANCEMENT,154,155,99.35483870967742
2007,PUBLIC ADMINISTRATION,142,143,99.3006993006993
2007,FOOD AND NUTRITION,186,188,98.93617021276596
2007,RECOMMENDATIONS,182,184,98.91304347826086
2007,SPACE SCIENCES,179,181,98.89502762430939
2007,GENERAL AND NATIONAL LAW,140,142,98.59154929577466
2007,DEVELOPMENT FINANCE,184,189,97.35449735449735
2007,TRADE RELATED FINANCE,184,189,97.35449735449735
2007,ENVIRONMENT,321,330,97.27272727272728
2007,NUCLEAR SCIENCE,176,181,97.23756906077348
2007,WELFARE AND SOCIAL SERVICES,171,179,95.53072625698324
2007,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,682,716,95.25139664804469
2007,MARINE RESOURCES,315,331,95.16616314199395
2007,LAW OF WAR,169,178,94.9438202247191
2007,POLLUTION,169,180,93.88888888888889
2007,RESOURCES (GENERAL),166,179,92.73743016759776
2007,MAINTENANCE OF PEACE AND SECURITY,3398,3833,88.65118705974433
2007,SOCIAL DEVELOPMENT,970,1097,88.42297174111212
2007,DISARMAMENT AND MILITARY QUESTIONS,3992,4641,86.01594483947426
2007,ECONOMIC CONDITIONS,312,370,84.32432432432432
2007,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,310,370,83.78378378378379
2007,PUBLIC FINANCE,270,324,83.33333333333334
2007,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,147,177,83.05084745762711
2007,INTERNATIONAL RELATIONS,4129,5063,81.55243926525775
2007,DEVELOPMENT,713,908,78.52422907488987
2007,POLITICAL AND LEGAL QUESTIONS,4819,6225,77.4136546184739
2007,INTERNATIONAL LAW,702,913,76.8893756845564
2007,HUMAN RIGHTS,3049,4099,74.38399609660893
2007,DISCRIMINATION,1532,2062,74.29679922405431
2007,POLITICAL EVENTS AND ISSUES,2671,3714,71.917070543888
2007,INTERNATIONAL TRADE,126,181,69.61325966850829
2007,PHILOSOPHY AND RELIGION,108,184,58.69565217391305
2008,COMPUTER SCIENCE AND TECHNOLOGY,178,179,99.4413407821229
2008,TELECOMMUNICATIONS,178,179,99.4413407821229
2008,SPACE SCIENCES,180,182,98.9010989010989
2008,NUCLEAR SCIENCE,64,65,98.46153846153847
2008,TRADE RELATED FINANCE,185,190,97.36842105263158
2008,LAW OF WAR,173,180,96.11111111111111
2008,WELFARE AND SOCIAL SERVICES,173,180,96.11111111111111
2008,MARINE RESOURCES,320,334,95.80838323353294
2008,POLLUTION,165,174,94.82758620689656
2008,ENVIRONMENT,319,337,94.65875370919882
2008,COMMUNICATION AND MASS MEDIA,162,174,93.10344827586206
2008,RESOURCES (GENERAL),164,177,92.65536723163842
2008,MAINTENANCE OF PEACE AND SECURITY,3753,4231,88.7024344126684
2008,DEVELOPMENT,484,547,88.48263254113346
2008,DISARMAMENT AND MILITARY QUESTIONS,4295,5070,84.71400394477317
2008,DEVELOPMENT FINANCE,308,366,84.15300546448088
2008,ECONOMIC CONDITIONS,308,366,84.15300546448088
2008,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,308,366,84.15300546448088
2008,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,704,850,82.82352941176471
2008,SOCIAL DEVELOPMENT,1518,1899,79.93680884676145
2008,INTERNATIONAL RELATIONS,4093,5147,79.52205168059064
2008,POLITICAL AND LEGAL QUESTIONS,4165,5682,73.30165434706089
2008,HUMAN RIGHTS,2433,3337,72.90979922085705
2008,INTERNATIONAL LAW,908,1246,72.87319422150883
2008,INTERNATIONAL TRADE,123,176,69.88636363636364
2008,DISCRIMINATION,943,1391,67.79295470884256
2008,POLITICAL EVENTS AND ISSUES,2206,3357,65.7134346142389
2008,FAMILY PLANNING,121,185,65.4054054054054
2008,SPECIAL GROUPS,86,143,60.13986013986013
2008,PHILOSOPHY AND RELIGION,86,181,47.51381215469613
2009,ENVIRONMENT,120,124,96.7741935483871
2009,WELFARE AND SOCIAL SERVICES,168,176,95.45454545454545
2009,LAW OF WAR,168,178,94.3820224719101
2009,MARINE RESOURCES,284,303,93.72937293729373
2009,COMMUNICATION AND MASS MEDIA,162,175,92.57142857142857
2009,RESOURCES (GENERAL),165,180,91.66666666666666
2009,POLLUTION,164,179,91.62011173184358
2009,INTERNATIONAL LAW,484,540,89.62962962962962
2009,MAINTENANCE OF PEACE AND SECURITY,2422,2772,87.37373737373737
2009,DEVELOPMENT FINANCE,311,366,84.97267759562843
2009,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,717,852,84.15492957746478
2009,TRADE RELATED FINANCE,311,370,84.05405405405405
2009,DISARMAMENT AND MILITARY QUESTIONS,3572,4257,83.90885600187926
2009,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,146,179,81.56424581005587
2009,ECONOMIC CONDITIONS,435,544,79.96323529411765
2009,INTERNATIONAL RELATIONS,3853,4922,78.28118650954896
2009,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,557,721,77.25381414701803
2009,POLITICAL AND LEGAL QUESTIONS,4243,5493,77.24376479155288
2009,DEVELOPMENT,822,1071,76.75070028011206
2009,SOCIAL DEVELOPMENT,771,1047,73.63896848137536
2009,RECOMMENDATIONS,133,186,71.50537634408603
2009,INTERNATIONAL TRADE,246,351,70.08547008547008
2009,HUMAN RIGHTS,2111,3016,69.99336870026525
2009,PUBLIC FINANCE,124,178,69.66292134831461
2009,CULTURAL DEVELOPMENT,126,183,68.85245901639344
2009,DISCRIMINATION,964,1410,68.36879432624113
2009,POLITICAL EVENTS AND ISSUES,2176,3193,68.14907610397745
2009,PHILOSOPHY AND RELIGION,80,183,43.71584699453552
2010,SPACE SCIENCES,183,184,99.45652173913044
2010,ECONOMIC CONDITIONS,187,192,97.39583333333334
2010,TRADE RELATED FINANCE,187,192,97.39583333333334
2010,WELFARE AND SOCIAL SERVICES,169,176,96.02272727272727
2010,LAW OF WAR,169,177,95.48022598870057
2010,ENVIRONMENT,290,306,94.77124183006535
2010,MARINE RESOURCES,286,302,94.70198675496688
2010,RESOURCES (GENERAL),167,180,92.77777777777779
2010,POLLUTION,163,176,92.61363636363636
2010,MAINTENANCE OF PEACE AND SECURITY,3093,3533,87.54599490517974
2010,DISARMAMENT AND MILITARY QUESTIONS,4345,5033,86.33022054440691
2010,INTERNATIONAL LAW,1252,1463,85.57758031442242
2010,DEVELOPMENT FINANCE,313,371,84.36657681940702
2010,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,724,860,84.18604651162791
2010,PUBLIC ADMINISTRATION,268,325,82.46153846153847
2010,PUBLIC FINANCE,268,325,82.46153846153847
2010,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,432,544,79.41176470588235
2010,POLITICAL AND LEGAL QUESTIONS,4826,6215,77.65084473049075
2010,INTERNATIONAL RELATIONS,3673,4746,77.39148756847872
2010,DEVELOPMENT,551,714,77.17086834733894
2010,ENVIRONMENTAL HEALTH,122,163,74.84662576687117
2010,SOCIAL DEVELOPMENT,889,1208,73.59271523178808
2010,ECONOMIC THEORY,126,179,70.39106145251397
2010,HUMAN RIGHTS,2217,3166,70.02526847757422
2010,POLITICAL EVENTS AND ISSUES,2595,3726,69.64573268921094
2010,INTERNATIONAL TRADE,245,352,69.60227272727273
2010,DISCRIMINATION,655,1033,63.40755082284608
2010,PHILOSOPHY AND RELIGION,79,186,42.473118279569896
2011,NUCLEAR SCIENCE,175,179,97.76536312849163
2011,ENVIRONMENT,134,141,95.0354609929078
2011,WATER,134,141,95.0354609929078
2011,LAW OF WAR,164,173,94.79768786127167
2011,WELFARE AND SOCIAL SERVICES,160,169,94.67455621301775
2011,MARINE RESOURCES,299,320,93.4375
2011,RESOURCES (GENERAL),167,180,92.77777777777779
2011,POLLUTION,165,179,92.17877094972067
2011,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,833,958,86.95198329853862
2011,MAINTENANCE OF PEACE AND SECURITY,2550,2947,86.52867322701053
2011,DEVELOPMENT,465,539,86.2708719851577
2011,DEVELOPMENT FINANCE,308,368,83.69565217391305
2011,ECONOMIC CONDITIONS,308,368,83.69565217391305
2011,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,308,368,83.69565217391305
2011,TRADE RELATED FINANCE,308,368,83.69565217391305
2011,DISARMAMENT AND MILITARY QUESTIONS,3517,4275,82.26900584795321
2011,INTERNATIONAL LAW,569,694,81.98847262247838
2011,INTERNATIONAL RELATIONS,3938,4866,80.92889436909165
2011,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,141,176,80.11363636363636
2011,POLITICAL AND LEGAL QUESTIONS,4825,6084,79.30637738330046
2011,SOCIAL DEVELOPMENT,789,1040,75.86538461538461
2011,POLITICAL EVENTS AND ISSUES,2635,3533,74.58250778375319
2011,HUMAN RIGHTS,2189,3039,72.03027311615664
2011,CULTURAL DEVELOPMENT,136,191,71.20418848167539
2011,DISCRIMINATION,984,1412,69.68838526912181
2012,DEVELOPMENT FINANCE,188,193,97.40932642487047
2012,TRADE RELATED FINANCE,188,193,97.40932642487047
2012,ENVIRONMENT,125,130,96.15384615384616
2012,WELFARE AND SOCIAL SERVICES,170,179,94.97206703910615
2012,MARINE RESOURCES,297,316,93.9873417721519
2012,LAW OF WAR,310,331,93.65558912386706
2012,NUCLEAR SCIENCE,350,376,93.08510638297872
2012,POLLUTION,172,186,92.47311827956989
2012,RESOURCES (GENERAL),170,186,91.39784946236558
2012,DISARMAMENT AND MILITARY QUESTIONS,4664,5464,85.35871156661786
2012,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,745,876,85.04566210045662
2012,ECONOMIC CONDITIONS,320,377,84.88063660477454
2012,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,320,377,84.88063660477454
2012,MAINTENANCE OF PEACE AND SECURITY,3148,3767,83.56782585611893
2012,RECOMMENDATIONS,154,186,82.79569892473118
2012,DEVELOPMENT,734,916,80.13100436681223
2012,INTERNATIONAL RELATIONS,3676,4748,77.42207245155855
2012,POLITICAL AND LEGAL QUESTIONS,4808,6235,77.1130713712911
2012,EMPLOYMENT PROMOTION AND PLANNING,141,183,77.04918032786885
2012,SKILLS DEVELOPMENT,141,183,77.04918032786885
2012,INTERNATIONAL LAW,1453,1928,75.36307053941908
2012,INTERNATIONAL TRADE,132,184,71.73913043478261
2012,POLITICAL EVENTS AND ISSUES,2562,3576,71.64429530201343
2012,DISCRIMINATION,783,1094,71.57221206581352
2012,POPULATION DYNAMICS,129,181,71.27071823204419
2012,SPECIAL GROUPS,129,181,71.27071823204419
2012,HUMAN RIGHTS,2466,3465,71.16883116883118
2012,SOCIAL DEVELOPMENT,869,1247,69.68724939855655
2012,GENERAL AND NATIONAL LAW,54,177,30.508474576271187
2013,NUCLEAR SCIENCE,181,185,97.83783783783784
2013,INTERNATIONAL TRADE LAW,177,181,97.79005524861878
2013,ENVIRONMENT,115,118,97.45762711864407
2013,DEVELOPMENT FINANCE,188,193,97.40932642487047
2013,MARINE RESOURCES,284,297,95.62289562289563
2013,WELFARE AND SOCIAL SERVICES,173,182,95.05494505494505
2013,POLLUTION,169,179,94.41340782122904
2013,LAW OF WAR,169,182,92.85714285714286
2013,RESOURCES (GENERAL),168,183,91.80327868852459
2013,INTERNATIONAL LAW,314,367,85.55858310626702
2013,ECONOMIC CONDITIONS,315,372,84.67741935483872
2013,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,315,372,84.67741935483872
2013,TRADE RELATED FINANCE,315,372,84.67741935483872
2013,MAINTENANCE OF PEACE AND SECURITY,2713,3214,84.411947728687
2013,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,747,891,83.83838383838383
2013,DEVELOPMENT,609,732,83.19672131147541
2013,RECOMMENDATIONS,158,190,83.15789473684211
2013,DISARMAMENT AND MILITARY QUESTIONS,3489,4207,82.93320656049441
2013,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,144,179,80.44692737430168
2013,POLITICAL AND LEGAL QUESTIONS,4121,5301,77.74004904734956
2013,INTERNATIONAL RELATIONS,4033,5226,77.17183314198239
2013,SOCIAL DEVELOPMENT,830,1090,76.14678899082568
2013,HUMAN RIGHTS,2289,3094,73.98190045248869
2013,CULTURAL DEVELOPMENT,136,190,71.57894736842105
2013,DISCRIMINATION,787,1106,71.15732368896926
2013,PUBLIC FINANCE,127,179,70.94972067039106
2013,POLITICAL EVENTS AND ISSUES,1921,2739,70.1350857977364
2014,ENVIRONMENT,153,157,97.45222929936305
2014,TRADE RELATED FINANCE,188,193,97.40932642487047
2014,MARINE RESOURCES,323,336,96.13095238095238
2014,POLLUTION,170,179,94.97206703910615
2014,WELFARE AND SOCIAL SERVICES,163,174,93.67816091954023
2014,RESOURCES (GENERAL),165,180,91.66666666666666
2014,LAW OF WAR,163,179,91.06145251396647
2014,DISARMAMENT AND MILITARY QUESTIONS,5106,5867,87.02914607124596
2014,ECONOMIC CONDITIONS,319,373,85.52278820375335
2014,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,319,373,85.52278820375335
2014,MAINTENANCE OF PEACE AND SECURITY,2843,3345,84.99252615844543
2014,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,728,869,83.77445339470655
2014,INTERNATIONAL RELATIONS,4233,5232,80.9059633027523
2014,SOCIAL DEVELOPMENT,1151,1430,80.48951048951048
2014,DEVELOPMENT,854,1077,79.29433611884865
